Andhra Pradesh,NIZAMABAD,Moong(Green Gram),2002-03,Kharif,13681,Hectare,9221,Tonnes,0.674000439
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),2002-03,Rabi,948,Hectare,242,Tonnes,0.255274262
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),2003-04,Kharif,15237,Hectare,7451,Tonnes,0.489007022
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),2003-04,Rabi,853,Hectare,288,Tonnes,0.337631887
Andhra Pradesh,PRAKASAM,Moong(Green Gram),2001-02,Kharif,7918,Hectare,2629,Tonnes,0.33202829
Andhra Pradesh,PRAKASAM,Moong(Green Gram),2001-02,Rabi,3786,Hectare,2862,Tonnes,0.755942948
Andhra Pradesh,PRAKASAM,Moong(Green Gram),2002-03,Kharif,25955,Hectare,1376,Tonnes,0.053014833
Andhra Pradesh,PRAKASAM,Moong(Green Gram),2002-03,Rabi,2115,Hectare,224,Tonnes,0.105910165
Andhra Pradesh,PRAKASAM,Moong(Green Gram),2003-04,Kharif,34776,Hectare,21805,Tonnes,0.627012882
Andhra Pradesh,PRAKASAM,Moong(Green Gram),2003-04,Rabi,704,Hectare,364,Tonnes,0.517045455
Andhra Pradesh,RANGAREDDI,Moong(Green Gram),2001-02,Kharif,19799,Hectare,7801,Tonnes,0.394009798
Andhra Pradesh,RANGAREDDI,Moong(Green Gram),2002-03,Kharif,20315,Hectare,6155,Tonnes,0.302978095
Andhra Pradesh,RANGAREDDI,Moong(Green Gram),2003-04,Kharif,18641,Hectare,6580,Tonnes,0.352985355
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),2001-02,Kharif,296,Hectare,143,Tonnes,0.483108108
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),2001-02,Rabi,3258,Hectare,2248,Tonnes,0.689993861
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),2002-03,Kharif,1112,Hectare,168,Tonnes,0.151079137
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),2002-03,Rabi,2532,Hectare,1729,Tonnes,0.6828594
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),2003-04,Kharif,844,Hectare,459,Tonnes,0.543838863
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),2003-04,Rabi,3463,Hectare,1396,Tonnes,0.403118683
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),2001-02,Kharif,191,Hectare,92,Tonnes,0.481675393
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),2001-02,Rabi,29826,Hectare,13273,Tonnes,0.445014417
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),2002-03,Kharif,196,Hectare,30,Tonnes,0.153061224
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),2002-03,Rabi,22924,Hectare,6029,Tonnes,0.262999477
